user_Id,Product_Id,Picture URL,Brand,Product Name,Model,Price in India,Ratings
A1R2514DVWIIMV,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-es500-wired-headphone-832X558-1598517028.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-ES500 Wired Headphone (Black),ATH-ES500 Wired Headphones,"₹ 9,499",4.0
A1KM3IPZ9H0JKZ,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-endurance-peak-wireless-earphones-832X558-1598517568.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Endurance Peak Wireless Bluetooth Earphones (Red),Endurance Peak True Wireless Stereo (TWS) Earphones,"₹ 7,999",4.0
A3HF257LGTGOTS,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566868_832_bose_solo-5-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Bose,"Bose Solo 5 Wireless Bluetooth Speaker (Black, Mono Channel)",Solo 5 Wireless Bluetooth Speaker,"₹ 19,208",5.0
A6R43EXZGQ1I0,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-tune-500bt-wireless-headphone-832X558-1598367917.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Tune 500BT Wireless Bluetooth Headphone (Black),Tune 500BT Wireless Headphones,"₹ 3,299",5.0
A33RU0BLKE4YWA,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567168_832_sony_srs-hg1-h-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony SRS-HG1/H Wireless Portable Bluetooth Speaker (Black),SRS-HG1/H Wireless Bluetooth Speaker,"₹ 55,490",5.0
A26ADM56C8D660,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567168_832_sony_srs-hg1-h-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony SRS-HG1/H Wireless Portable Bluetooth Speaker (Blue),SRS-HG1/H Wireless Bluetooth Speaker,"₹ 29,999",5.0
A11D842ZBM7QAD,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567168_832_sony_srs-hg1-h-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony SRS-HG1/H Wireless Portable Bluetooth Speaker (Pink),SRS-HG1/H Wireless Bluetooth Speaker,"₹ 4,889",5.0
AZ6SUJ5T0KBE5,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-tune-500bt-wireless-headphone-832X558-1598367917.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Tune 500BT Wireless Bluetooth Headphone (Blue),Tune 500BT Wireless Headphones,"₹ 3,299",5.0
A2EZPD81ACVMOO,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-tune-500bt-wireless-headphone-832X558-1598367917.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Tune 500BT Wireless Bluetooth Headphone (White),Tune 500BT Wireless Headphones,"₹ 3,299",5.0
A284PZTO3H9FEN,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-endurance-peak-wireless-earphones-832X558-1598517568.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Endurance Peak Wireless Bluetooth Earphones (Blue),Endurance Peak True Wireless Stereo (TWS) Earphones,"₹ 7,999",5.0
A7EVWY97FPSIA,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-live-650btnc-wireless-earphones-832X558-1598517545.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Live 650BTNC Wireless Bluetooth Earphones (White),Live 650BTNC Wireless Headphones,"₹ 9,999",5.0
A8XWBF2NFDRC3,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-c50hi-wired-earphones-832X558-1598515938.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL C50HI Wired Earphones (Black),C50HI Wired Earphones,₹ 469,2.0
AHKKH5P9OXXMG,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/bose-noise-cancelling-700-wireless-headphone-832X558-1598517534.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Bose,Bose Noise Cancelling 700 Wireless Bluetooth Headphone (Black),Noise Cancelling 700 Wireless Headphones,"₹ 34,500",5.0
A3BLAOR6MEE9YO,0972683275,https://gadgets.ndtv.com/static/icons/speakers.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,"JBL Pulse 3 Wireless Portable Bluetooth Speaker (White, Stereo Channel)",Pulse 3 Wireless Bluetooth Speaker,"₹ 12,998",3.0
A1N0MVWRW4JI84,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567169_832_sony_srs-x1b-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,"Sony SRS-X1B Wireless Bluetooth Speaker (Black, Stereo Channel)",SRS-X1B Wireless Bluetooth Speaker,"₹ 14,424",5.0
A30IEZ3Y1GC6D7,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/bose-noise-cancelling-700-wireless-headphone-832X558-1598517534.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Bose,Bose Noise Cancelling 700 Wireless Bluetooth Headphone (Silver),Noise Cancelling 700 Wireless Headphones,"₹ 31,050",4.0
A14ZMA7222WU6F,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-c50hi-wired-earphones-832X558-1598515938.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL C50HI Wired Earphones (White),C50HI Wired Earphones,₹ 497,5.0
AN4PWA7694PFT,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566958_832_philips_bt2500b-37-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT2500B/37 Wireless Portable Bluetooth Speaker (Black, Mono Channel)",BT2500B/37 Wireless Bluetooth Speaker,"₹ 3,789",5.0
A2RELVDY2PSZHD,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567311_832_zebronics_zappy-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Zappy Wireless Portable Bluetooth Speaker (Orange),Zappy Wireless Bluetooth Speaker,"₹ 1,169",5.0
A33TFX6J52RLYP,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567311_832_zebronics_zappy-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Zappy Wireless Portable Bluetooth Speaker (White),Zappy Wireless Bluetooth Speaker,₹ 499,4.0
A222PTRQBKQKX6,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566954_832_philips_bt112-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT112 Wireless Portable Bluetooth Speaker (Black, Mono Channel)",BT112 Wireless Bluetooth Speaker,"₹ 3,299",4.0
A1VM0DU10K0DE6,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-cor150is-wired-earphones-832X558-1598517374.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-COR150IS Wired Earphones (Pink),ATH-COR150IS Wired Earphones,₹ 679,5.0
ACS5A8NRVRQ8M,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567052_832_philips_spa-3500f-94-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips SPA-3500F/94 Wired Speaker (Black),SPA-3500F/94 Wired Speaker,"₹ 4,340",5.0
AMZPGSUL2HJMQ,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/noise-shots-xo-wireless-earphones-832X558-1598517602.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Noise,Noise Shots XO Wireless Bluetooth Earphones (Rose Gold),Shots XO True Wireless Stereo (TWS) Earphones,"₹ 3,999",4.0
A1ELV5JOVFMNOV,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-cor150is-wired-earphones-832X558-1598517374.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-COR150IS Wired Earphones (Green),ATH-COR150IS Wired Earphones,₹ 899,5.0
A1X7SF8S7VRCVH,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567061_832_philips_spa-5220b-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips SPA-5220B Wireless Bluetooth Speaker (Black),SPA-5220B Wireless Bluetooth Speaker,"₹ 11,990",4.0
A3F0Y83DVO5TIY,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-cor150is-wired-earphones-832X558-1598517374.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-COR150IS Wired Earphones (White),ATH-COR150IS Wired Earphones,₹ 999,5.0
A19A4GQJW67VOD,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567248_832_zebronics_nitro-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Nitro Wireless Portable Bluetooth Speaker (Black),Nitro Wireless Bluetooth Speaker,"₹ 1,349",5.0
A1VA1QF8KZNBLL,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/noise-shots-xo-wireless-earphones-832X558-1598517602.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Noise,Noise Shots XO Wireless Bluetooth Earphones (Metallic White),Shots XO True Wireless Stereo (TWS) Earphones,"₹ 3,999",5.0
A36ZD92R4M2NZ9,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/noise-shots-xo-wireless-earphones-832X558-1598517602.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Noise,Noise Shots XO Wireless Bluetooth Earphones (Space Grey),Shots XO True Wireless Stereo (TWS) Earphones,"₹ 3,999",1.0
A1LSU3ES5R6WLN,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566883_832_jbl_8124-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL 8124 Wired Speaker (Grey),8124 Wired Speaker,"₹ 9,940",5.0
A2BG2OS6UJK297,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-e40-wired-earphones-832X558-1598517369.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-E40 Wired Earphones (Black),ATH-E40 Wired Earphones,"₹ 6,999",4.0
A19QVO6ZINIZHS,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ws50-wired-headphone-832X558-1598517427.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-WS50 Wired Headphone (Black),ATH-WS550 Wired Headphones,"₹ 2,673",5.0
A1QKUDP9EUHJXH,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ckx9is-wired-earphones-832X558-1598516510.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKX9IS Wired Earphones (Silver),ATH-CKX9IS Wired Earphones,"₹ 26,804",4.0
AELFAZJYOP332,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ar5bt-wireless-headphone-832X558-1598516880.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-AR5BT Wireless Bluetooth Headphone (Black),ATH-AR5BT Wireless Headphones,"₹ 18,106",4.0
A29Y8MLKEZILVU,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/philips-shb7000-earphones-832X558-1598364629.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips SHB7000 Earphones,SHB7000 Wireless Headphones,"₹ 2,599",5.0
AV2AZD7ZIBC3L,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/panasonic-rp-btd10-wireless-headphone-832X558-1598517201.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,Panasonic RP-BTD10 Wireless Bluetooth Headphone (Black),RP-BTD10 Wireless Headphones,"₹ 20,660",5.0
A3W2CPHVD6E5QR,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ar5bt-wireless-headphone-832X558-1598516880.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-AR5BT Wireless Bluetooth Headphone (Red),ATH-AR5BT Wireless Headphones,"₹ 16,226",5.0
A3UTDVL4CPYCTW,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ar5bt-wireless-headphone-832X558-1598516880.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-AR5BT Wireless Bluetooth Headphone (Blue),ATH-AR5BT Wireless Headphones,"₹ 36,484",5.0
A3TAS1AG6FMBQW,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/panasonic-rp-hf400b-wireless-headphone-832X558-1598516842.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,Panasonic RP-HF400B Wireless Bluetooth Headphone (Black),RP-HF400B Wireless Headphones,"₹ 2,499",5.0
A20EHH02K9S2UZ,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/zebronics-raga-headphone-832X558-1598364163.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics RAGA Bluetooth Headphone (Green),RAGA Wireless Headphones,"₹ 1,099",2.0
A1WXU0BY2L7ZL9,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567259_832_zebronics_rock-n-roll-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Rock N Roll Wireless Bluetooth Speaker (Black),Rock N Roll Wireless Bluetooth Speaker,"₹ 1,399",5.0
A3QTXADA24F55O,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566881_832_jbl_270bk-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL 270BK Wired Speaker (Black),270BK Wired Speaker,"₹ 49,991",5.0
AYRACCER8JXU1,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ckx5-wired-earphones-832X558-1598516844.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKX5 Wired Earphones (Green),ATH-CKX5 Wired Earphones,"₹ 2,299",4.0
A2T4OX8NH9LIIC,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567285_832_zebronics_sw2492-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics SW2492 Wired Speaker (Black),SW2492 Wired Speaker,"₹ 1,798",5.0
A3VSGMP5KCQ4Q2,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/zebronics-zeb-eternity-wireless-headphone-832X558-1598515794.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics ZEB-Eternity Wireless Bluetooth Headphone (Rose Gold & Black),ZEB-Eternity Wireless Headphones,"₹ 3,599",5.0
A1QKKD813YA5BJ,0972683275,https://i.gadgets360cdn.com/products/large/jabra-elite-45h-db-800x450-1606130341.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Jabra,Jabra Elite 45h Wireless Headphones (Titanium Black),Elite 45h Wireless Headphones,"₹ 5,999",5.0
A2RUN82QPU60PN,0972683275,https://i.gadgets360cdn.com/products/large/jabra-elite-45h-db-800x450-1606130341.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Jabra,Jabra Elite 45h Wireless Headphones (Copper Black),Elite 45h Wireless Headphones,"₹ 5,999",3.0
A2W75LE521OOTH,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-cks1100is-wired-earphones-832X558-1598517364.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKS1100IS Wired Earphones (Black),ATH-CKS1100IS Wired Earphones,"₹ 46,277",5.0
A1PYNMFFQ9IBNL,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566885_832_jbl_arena-180-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Arena 180 Wired Speaker (Black),Arena 180 Wired Speaker,"₹ 59,999",5.0
ANJY75Z24A6AG,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566967_832_philips_bt4200-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT4200 Wireless Portable Bluetooth Speaker (Red, Mono Channel)",BT4200 Wireless Bluetooth Speaker,"₹ 2,900",5.0
A16PP857J4AKLB,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566892_832_jbl_cinema-610-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Cinema 610 Wired Speaker (Black),Cinema 610 Wired Speaker,"₹ 29,904",5.0
A1RDICEF7NSVHV,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ckx5-wired-earphones-832X558-1598516844.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKX5 Wired Earphones (Blue),ATH-CKX5 Wired Earphones,"₹ 2,299",4.0
A2HOKNSVG9MMT8,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567029_832_philips_mms-3535f-94-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips MMS-3535F/94 Wireless Bluetooth Speaker (Black),MMS-3535F/94 Wireless Bluetooth Speaker,"₹ 3,100",4.0
A1KFWYUVIPJTLQ,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566967_832_philips_bt4200-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT4200 Wireless Portable Bluetooth Speaker (Blue, Mono Channel)",BT4200 Wireless Bluetooth Speaker,"₹ 2,999",4.0
AYYNNAEWP3W5Y,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566967_832_philips_bt4200-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT4200 Wireless Portable Bluetooth Speaker (Grey, Mono Channel)",BT4200 Wireless Bluetooth Speaker,"₹ 2,999",5.0
A2XXCJLS58H1A7,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/samsung-gear-icon-x-sm-r150nzkaxar-wireless-earphones-832X558-1598517378.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Samsung,Samsung Gear Icon X SM-R150NZKAXAR Wireless Bluetooth Earphones (Black),Gear Icon X SM-R150NZKAXAR True Wireless Stereo (TWS) Earphones,"₹ 13,999",5.0
A3DOQ1AI1MU74K,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-dsr7bt-wireless-headphone-832X558-1598516920.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-DSR7BT Wireless Bluetooth Headphone (Black),ATH-DSR7BT Wireless Headphones,"₹ 50,994",4.0
A51C3CTWY2J23,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567268_832_zebronics_samba-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Samba Wireless Bluetooth Speaker (Black),Samba Wireless Bluetooth Speaker,"₹ 5,325",5.0
A2NBPR4M3MFKKI,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566967_832_philips_bt4200-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT4200 Wireless Portable Bluetooth Speaker (White, Mono Channel)",BT4200 Wireless Bluetooth Speaker,"₹ 3,190",4.0
A3CAGSLL6VIX76,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/sony-mdr-as600bt-b-wireless-headphone-832X558-1598364536.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony MDR-AS600BT/B Wireless Bluetooth Headphone (Black),MDR-AS600BT/B Wireless Earphones,"₹ 18,249",5.0
A1UEU41SCOKU8D,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ckx5-wired-earphones-832X558-1598516844.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKX5 Wired Earphones (Red),ATH-CKX5 Wired Earphones,"₹ 1,299",5.0
A111UHA2H22XE7,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566967_832_philips_bt4200-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips BT4200 Wireless Portable Bluetooth Speaker (Black, Mono Channel)",BT4200 Wireless Bluetooth Speaker,"₹ 2,900",5.0
A1Y0Z0D0EP753W,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ckx5-wired-earphones-832X558-1598516844.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CKX5 Wired Earphones (Black),ATH-CKX5 Wired Earphones,"₹ 8,657",5.0
A11YUH1WVD236C,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/sony-wh-c200-wireless-headphones-832X558-1598517558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony WH-C200 Wireless Bluetooth Headphones (Black),WH-C200 Wireless Earphones,"₹ 2,099",3.0
A1UDBJBAR7516G,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/panasonic-rp-bts50-wireless-earphones-832X558-1598516647.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,Panasonic RP-BTS50 Wireless Bluetooth Earphones (Black),RP-BTS50 Wireless Earphones,"₹ 5,999",5.0
AN4QU8ON7JUK9,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567166_832_sony_srs-d4-wired-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony SRS-D4 Wired Speaker (Black),SRS-D4 Wired Speaker,"₹ 30,339",5.0
A3GF7FD6065R2H,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567262_832_zebronics_rover-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Rover Wireless Portable Bluetooth Speaker (Blue),Rover Wireless Bluetooth Speaker,"₹ 1,080",5.0
A6VR7MFCELNU6,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567262_832_zebronics_rover-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Zebronics,Zebronics Rover Wireless Portable Bluetooth Speaker (Black),Rover Wireless Bluetooth Speaker,₹ 923,5.0
A3DH6A4TTKGTPW,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566896_832_jbl_clip-3-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,"JBL Clip 3 Wireless Bluetooth Speaker (Pink, 4.1 Channel)",Clip 3 Wireless Bluetooth Speaker,"₹ 2,599",5.0
A2OGRLHZZWF411,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/philips-shl3060-headphone-832X558-1598364554.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips SHL3060 Headphone (Red),SHL3060 Wired Headphones,₹ 850,5.0
A123IFV7Z2V1DU,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/audio-technica-ath-ck303m-wired-earphones-832X558-1598516677.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Audio-Technica,Audio Technica ATH-CK303M Wired Earphones (White),ATH-CK303M Wired Earphones,"₹ 1,250",4.0
A12JT6X3FXE06J,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566879_832_bose_soundtouch-30-series-iii-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Bose,"Bose Soundtouch 30 Series III Wireless Portable Bluetooth Speaker (White, Mono Channel)",Soundtouch 30 Series III Wireless Bluetooth Speaker,"₹ 45,810",5.0
A2I87F2QCJ6RK3,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/sony-mdr-xb950bt-l-wireless-headphone-832X558-1598515858.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony MDR-XB950BT/L Wireless Bluetooth Headphone (Blue),MDR-XB950BT/L Wireless Headphones,"₹ 32,499",3.0
A3B55PW1W6B17P,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/jbl-everest-elite-700-nxtgen-wireless-headphone-832X558-1598367820.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,JBL Everest Elite 700 NXTGEN Wireless Bluetooth Headphone (Black),Everest Elite 700 NXTGEN Wireless Headphones,"₹ 32,686",5.0
AJ2QOQPGKJUFF,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552567035_832_philips_sb2000p-37-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,"Philips SB2000P/37 Wireless Bluetooth Speaker (Pink, Mono Channel)",SB2000P/37 Wireless Bluetooth Speaker,"₹ 3,358",4.0
A2EOJNVW4NF4AE,0972683275,https://i.gadgets360cdn.com/products/audio/large/1552566896_832_jbl_clip-3-wireless-bluetooth-speaker.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,JBL,"JBL Clip 3 Wireless Bluetooth Speaker (Black, 4.1 Channel)",Clip 3 Wireless Bluetooth Speaker,"₹ 2,574",4.0
A263OQLPKEXPF1,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/sony-wh-c200-wireless-headphones-832X558-1598517558.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Sony,Sony WH-C200 Wireless Bluetooth Headphones (White),WH-C200 Wireless Earphones,"₹ 2,099",5.0
A18BV86D2IV4KH,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/philips-shq3400lf-headset-832X558-1598364692.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Philips,Philips SHQ3400LF Bluetooth Headset,SHQ3400LF Wireless Earphones,"₹ 1,150",5.0
A4AUP9IZ38BUL,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/panasonic-rp-bts50-wireless-earphones-832X558-1598516647.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,Panasonic,Panasonic RP-BTS50 Wireless Bluetooth Earphones (White),RP-BTS50 Wireless Earphones,"₹ 5,999",5.0
A3S7Z3RXO7HC1U,0972683275,https://i.gadgets360cdn.com/products/headphones-and-headsets/large/1more-1m301-wired-earphones-832X558-1598516767.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,1More,1More 1M301 Wired Earphones (Red & Black),1M301 Wired Earphones,"₹ 4,018",5.0
